timestamp,symbol,strike,option_type,expiry,expiry_type,open,high,low,close,volume,oi,bid,ask,iv,delta,gamma,theta,vega,underlying_price,vix
2024-01-17 09:00:00,NIFTY,17000,CE,2024-01-18,weekly,4650.28,4854.53,4639.98,4795.23,5,10,4615.4,4975.1,0.2102,1.0,0.0,-3.03,0.0,21792.2,15.08
2024-01-17 09:00:00,NIFTY,17000,PE,2024-01-18,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2128,-0.0,0.0,-0.0,0.0,21792.2,15.08
2024-01-17 09:00:00,NIFTY,17200,CE,2024-01-18,weekly,4450.31,4654.56,4440.01,4595.26,5,10,4422.9,4767.6,0.2129,1.0,0.0,-3.06,0.0,21792.2,15.08
2024-01-17 09:00:00,NIFTY,17200,PE,2024-01-18,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2139,-0.0,0.0,-0.0,0.0,21792.2,15.08
2024-01-17 09:00:00,NIFTY,17400,CE,2024-01-18,weekly,4250.35,4454.6,4240.05,4395.3,5,10,4230.5,4560.1,0.2119,1.0,0.0,-3.1,0.0,21792.2,15.08
2024-01-17 09:00:00,NIFTY,17400,PE,2024-01-18,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2158,-0.0,0.0,-0.0,0.0,21792.2,15.08
2024-01-17 09:00:00,NIFTY,17600,CE,2024-01-18,weekly,4050.38,4254.63,4040.08,4195.33,5,10,4038.0,4352.7,0.2096,1.0,0.0,-3.13,0.0,21792.2,15.08
2024-01-17 09:00:00,NIFTY,17600,PE,2024-01-18,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2131,-0.0,0.0,-0.0,0.0,21792.2,15.08
2024-01-17 09:00:00,NIFTY,17800,CE,2024-01-18,weekly,3850.42,4054.67,3840.12,3995.37,5,10,3845.5,4145.2,0.2103,1.0,0.0,-3.17,0.0,21792.2,15.08
2024-01-17 09:00:00,NIFTY,17800,PE,2024-01-18,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2123,-0.0,0.0,-0.0,0.0,21792.2,15.08
2024-01-17 09:00:00,NIFTY,18000,CE,2024-01-18,weekly,3650.46,3854.71,3640.16,3795.41,5,10,3653.1,3937.7,0.211,1.0,0.0,-3.2,0.0,21792.2,15.08
2024-01-17 09:00:00,NIFTY,18000,PE,2024-01-18,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2089,-0.0,0.0,-0.0,0.0,21792.2,15.08
2024-01-17 09:00:00,NIFTY,18200,CE,2024-01-18,weekly,3450.49,3654.74,3440.19,3595.44,5,10,3460.6,3730.3,0.2066,1.0,0.0,-3.24,0.0,21792.2,15.08
2024-01-17 09:00:00,NIFTY,18200,PE,2024-01-18,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2065,-0.0,0.0,-0.0,0.0,21792.2,15.08
2024-01-17 09:00:00,NIFTY,18400,CE,2024-01-18,weekly,3250.53,3454.78,3240.23,3395.48,5,10,3268.1,3522.8,0.2052,1.0,0.0,-3.28,0.0,21792.2,15.08
2024-01-17 09:00:00,NIFTY,18400,PE,2024-01-18,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.212,-0.0,0.0,-0.0,0.0,21792.2,15.08
2024-01-17 09:00:00,NIFTY,18600,CE,2024-01-18,weekly,3050.56,3254.81,3040.26,3195.51,5,10,3075.7,3315.3,0.2071,1.0,0.0,-3.31,0.0,21792.2,15.08
2024-01-17 09:00:00,NIFTY,18600,PE,2024-01-18,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2104,-0.0,0.0,-0.0,0.0,21792.2,15.08
2024-01-17 09:00:00,NIFTY,18800,CE,2024-01-18,weekly,2850.6,3054.85,2840.3,2995.55,5,10,2883.2,3107.9,0.2099,1.0,0.0,-3.35,0.0,21792.2,15.08
2024-01-17 09:00:00,NIFTY,18800,PE,2024-01-18,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2114,-0.0,0.0,-0.0,0.0,21792.2,15.08
2024-01-17 09:00:00,NIFTY,19000,CE,2024-01-18,weekly,2650.63,2854.88,2640.33,2795.58,5,10,2690.7,2900.4,0.2064,1.0,0.0,-3.38,0.0,21792.2,15.08
