timestamp,symbol,strike,option_type,expiry,expiry_type,open,high,low,close,volume,oi,bid,ask,iv,delta,gamma,theta,vega,underlying_price,vix
2025-02-12 09:00:00,NIFTY,17000,CE,2025-02-13,weekly,6053.83,6100.98,5831.73,5843.78,5,10,5624.6,6062.9,0.2158,1.0,0.0,-3.03,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,17000,PE,2025-02-13,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2114,-0.0,0.0,-0.0,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,17200,CE,2025-02-13,weekly,5853.86,5901.01,5631.76,5643.81,5,10,5432.2,5855.5,0.2147,1.0,0.0,-3.06,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,17200,PE,2025-02-13,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2121,-0.0,0.0,-0.0,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,17400,CE,2025-02-13,weekly,5653.9,5701.05,5431.8,5443.85,5,10,5239.7,5648.0,0.2138,1.0,0.0,-3.1,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,17400,PE,2025-02-13,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2121,-0.0,0.0,-0.0,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,17600,CE,2025-02-13,weekly,5453.93,5501.08,5231.83,5243.88,5,10,5047.2,5440.5,0.2101,1.0,0.0,-3.13,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,17600,PE,2025-02-13,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2156,-0.0,0.0,-0.0,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,17800,CE,2025-02-13,weekly,5253.97,5301.12,5031.87,5043.92,5,10,4854.8,5233.1,0.2082,1.0,0.0,-3.17,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,17800,PE,2025-02-13,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2091,-0.0,0.0,-0.0,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,18000,CE,2025-02-13,weekly,5054.01,5101.16,4831.91,4843.96,5,10,4662.3,5025.6,0.2131,1.0,0.0,-3.2,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,18000,PE,2025-02-13,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2106,-0.0,0.0,-0.0,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,18200,CE,2025-02-13,weekly,4854.04,4901.19,4631.94,4643.99,5,10,4469.8,4818.1,0.2079,1.0,0.0,-3.24,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,18200,PE,2025-02-13,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2098,-0.0,0.0,-0.0,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,18400,CE,2025-02-13,weekly,4654.08,4701.23,4431.98,4444.03,5,10,4277.4,4610.7,0.2095,1.0,0.0,-3.28,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,18400,PE,2025-02-13,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2093,-0.0,0.0,-0.0,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,18600,CE,2025-02-13,weekly,4454.11,4501.26,4232.01,4244.06,5,10,4084.9,4403.2,0.2053,1.0,0.0,-3.31,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,18600,PE,2025-02-13,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2118,-0.0,0.0,-0.0,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,18800,CE,2025-02-13,weekly,4254.15,4301.3,4032.05,4044.1,5,10,3892.4,4195.8,0.2042,1.0,0.0,-3.35,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,18800,PE,2025-02-13,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2054,-0.0,0.0,-0.0,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,19000,CE,2025-02-13,weekly,4054.18,4101.33,3832.08,3844.13,5,10,3700.0,3988.3,0.2065,1.0,0.0,-3.38,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,19000,PE,2025-02-13,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2041,-0.0,0.0,-0.0,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,19200,CE,2025-02-13,weekly,3854.22,3901.37,3632.12,3644.17,5,10,3507.5,3780.8,0.2066,1.0,0.0,-3.42,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,19200,PE,2025-02-13,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2084,-0.0,0.0,-0.0,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,19400,CE,2025-02-13,weekly,3654.25,3701.4,3432.15,3444.2,5,10,3315.0,3573.4,0.2068,1.0,0.0,-3.45,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,19400,PE,2025-02-13,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2039,-0.0,0.0,-0.0,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,19600,CE,2025-02-13,weekly,3454.29,3501.44,3232.19,3244.24,5,10,3122.6,3365.9,0.2075,1.0,0.0,-3.49,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,19600,PE,2025-02-13,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2088,-0.0,0.0,-0.0,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,19800,CE,2025-02-13,weekly,3254.33,3301.48,3032.23,3044.28,5,10,2930.1,3158.4,0.2079,1.0,0.0,-3.53,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,19800,PE,2025-02-13,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2019,-0.0,0.0,-0.0,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,19900,CE,2025-02-13,weekly,3154.34,3201.49,2932.24,2944.29,5,10,2833.9,3054.7,0.2063,1.0,0.0,-3.54,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,19900,PE,2025-02-13,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2064,-0.0,0.0,-0.0,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,20000,CE,2025-02-13,weekly,3054.36,3101.51,2832.26,2844.31,5,10,2737.6,2951.0,0.2045,1.0,0.0,-3.56,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,20000,PE,2025-02-13,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2021,-0.0,0.0,-0.0,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,20100,CE,2025-02-13,weekly,2954.38,3001.53,2732.28,2744.33,5,10,2641.4,2847.2,0.2016,1.0,0.0,-3.58,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,20100,PE,2025-02-13,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2017,-0.0,0.0,-0.0,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,20200,CE,2025-02-13,weekly,2854.4,2901.55,2632.3,2644.35,5,10,2545.2,2743.5,0.2058,1.0,0.0,-3.6,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,20200,PE,2025-02-13,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2025,-0.0,0.0,-0.0,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,20300,CE,2025-02-13,weekly,2754.41,2801.56,2532.31,2544.36,5,10,2448.9,2639.8,0.209,1.0,0.0,-3.61,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,20300,PE,2025-02-13,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2034,-0.0,0.0,-0.0,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,20400,CE,2025-02-13,weekly,2654.43,2701.58,2432.33,2444.38,5,10,2352.7,2536.0,0.209,1.0,0.0,-3.63,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,20400,PE,2025-02-13,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2054,-0.0,0.0,-0.0,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,20500,CE,2025-02-13,weekly,2554.45,2601.6,2332.35,2344.4,5,10,2256.5,2432.3,0.202,1.0,0.0,-3.65,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,20500,PE,2025-02-13,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2074,-0.0,0.0,-0.0,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,20600,CE,2025-02-13,weekly,2454.47,2501.62,2232.37,2244.42,5,10,2193.9,2294.9,0.2018,1.0,0.0,-3.67,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,20600,PE,2025-02-13,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2018,-0.0,0.0,-0.0,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,20700,CE,2025-02-13,weekly,2354.49,2401.64,2132.39,2144.44,5,10,2096.2,2192.7,0.2091,1.0,0.0,-3.69,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,20700,PE,2025-02-13,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2033,-0.0,0.0,-0.0,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,20750,CE,2025-02-13,weekly,2304.49,2351.64,2082.39,2094.44,5,10,2047.3,2141.6,0.2067,1.0,0.0,-3.69,0.0,22840.75,14.9
2025-02-12 09:00:00,NIFTY,20750,PE,2025-02-13,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2065,-0.0,0.0,-0.0,0.0,22840.75,14.9
