timestamp,symbol,strike,option_type,expiry,expiry_type,open,high,low,close,volume,oi,bid,ask,iv,delta,gamma,theta,vega,underlying_price,vix
2024-06-14 09:00:00,NIFTY,17000,CE,2024-06-20,weekly,6483.1,6487.6,6352.4,6424.9,5,10,6184.0,6665.8,0.1545,1.0,0.0,-3.02,0.0,23406.75,12.82
2024-06-14 09:00:00,NIFTY,17000,PE,2024-06-20,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.1534,-0.0,0.0,-0.0,0.0,23406.75,12.82
2024-06-14 09:00:00,NIFTY,17200,CE,2024-06-20,weekly,6283.32,6287.82,6152.62,6225.12,5,10,5991.7,6458.6,0.1533,1.0,0.0,-3.06,0.0,23406.75,12.82
2024-06-14 09:00:00,NIFTY,17200,PE,2024-06-20,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.1566,-0.0,0.0,-0.0,0.0,23406.75,12.82
2024-06-14 09:00:00,NIFTY,17400,CE,2024-06-20,weekly,6083.53,6088.03,5952.83,6025.33,5,10,5799.4,6251.3,0.1565,1.0,0.0,-3.1,0.0,23406.75,12.82
2024-06-14 09:00:00,NIFTY,17400,PE,2024-06-20,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.1554,-0.0,0.0,-0.0,0.0,23406.75,12.82
2024-06-14 09:00:00,NIFTY,17600,CE,2024-06-20,weekly,5883.75,5888.25,5753.05,5825.55,5,10,5607.1,6044.0,0.1545,1.0,0.0,-3.13,0.0,23406.75,12.82
2024-06-14 09:00:00,NIFTY,17600,PE,2024-06-20,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.152,-0.0,0.0,-0.0,0.0,23406.75,12.82
2024-06-14 09:00:00,NIFTY,17800,CE,2024-06-20,weekly,5683.96,5688.46,5553.26,5625.76,5,10,5414.8,5836.7,0.1529,1.0,0.0,-3.17,0.0,23406.75,12.82
2024-06-14 09:00:00,NIFTY,17800,PE,2024-06-20,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.1557,-0.0,0.0,-0.0,0.0,23406.75,12.82
2024-06-14 09:00:00,NIFTY,18000,CE,2024-06-20,weekly,5484.17,5488.67,5353.47,5425.97,5,10,5222.5,5629.4,0.1534,1.0,0.0,-3.2,0.0,23406.75,12.82
2024-06-14 09:00:00,NIFTY,18000,PE,2024-06-20,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.1509,-0.0,0.0,-0.0,0.0,23406.75,12.82
2024-06-14 09:00:00,NIFTY,18200,CE,2024-06-20,weekly,5284.39,5288.89,5153.69,5226.19,5,10,5030.2,5422.2,0.1537,1.0,0.0,-3.24,0.0,23406.75,12.82
2024-06-14 09:00:00,NIFTY,18200,PE,2024-06-20,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.1497,-0.0,0.0,-0.0,0.0,23406.75,12.82
2024-06-14 09:00:00,NIFTY,18400,CE,2024-06-20,weekly,5084.6,5089.1,4953.9,5026.4,5,10,4837.9,5214.9,0.15,1.0,0.0,-3.27,0.0,23406.75,12.82
2024-06-14 09:00:00,NIFTY,18400,PE,2024-06-20,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.152,-0.0,0.0,-0.0,0.0,23406.75,12.82
2024-06-14 09:00:00,NIFTY,18600,CE,2024-06-20,weekly,4884.81,4889.31,4754.11,4826.61,5,10,4645.6,5007.6,0.1487,1.0,0.0,-3.31,0.0,23406.75,12.82
2024-06-14 09:00:00,NIFTY,18600,PE,2024-06-20,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.1515,-0.0,0.0,-0.0,0.0,23406.75,12.82
2024-06-14 09:00:00,NIFTY,18800,CE,2024-06-20,weekly,4685.03,4689.53,4554.33,4626.83,5,10,4453.3,4800.3,0.1489,1.0,0.0,-3.34,0.0,23406.75,12.82
2024-06-14 09:00:00,NIFTY,18800,PE,2024-06-20,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.1534,-0.0,0.0,-0.0,0.0,23406.75,12.82
2024-06-14 09:00:00,NIFTY,19000,CE,2024-06-20,weekly,4485.24,4489.74,4354.54,4427.04,5,10,4261.0,4593.1,0.1508,1.0,0.0,-3.38,0.0,23406.75,12.82
2024-06-14 09:00:00,NIFTY,19000,PE,2024-06-20,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.1528,-0.0,0.0,-0.0,0.0,23406.75,12.82
2024-06-14 09:00:00,NIFTY,19200,CE,2024-06-20,weekly,4285.45,4289.95,4154.75,4227.25,5,10,4068.7,4385.8,0.1513,1.0,0.0,-3.42,0.0,23406.75,12.82
2024-06-14 09:00:00,NIFTY,19200,PE,2024-06-20,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.1516,-0.0,0.0,-0.0,0.0,23406.75,12.82
2024-06-14 09:00:00,NIFTY,19400,CE,2024-06-20,weekly,4085.67,4090.17,3954.97,4027.47,5,10,3876.4,4178.5,0.1506,1.0,0.0,-3.45,0.0,23406.75,12.82
2024-06-14 09:00:00,NIFTY,19400,PE,2024-06-20,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.1507,-0.0,0.0,-0.0,0.0,23406.75,12.82
2024-06-14 09:00:00,NIFTY,19600,CE,2024-06-20,weekly,3885.88,3890.38,3755.18,3827.68,5,10,3684.1,3971.2,0.1466,1.0,0.0,-3.49,0.0,23406.75,12.82
2024-06-14 09:00:00,NIFTY,19600,PE,2024-06-20,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.1502,-0.0,0.0,-0.0,0.0,23406.75,12.82
2024-06-14 09:00:00,NIFTY,19800,CE,2024-06-20,weekly,3686.09,3690.59,3555.39,3627.89,5,10,3491.8,3763.9,0.1497,1.0,0.0,-3.52,0.0,23406.75,12.82
2024-06-14 09:00:00,NIFTY,19800,PE,2024-06-20,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.1474,-0.0,0.0,-0.0,0.0,23406.75,12.82
2024-06-14 09:00:00,NIFTY,19900,CE,2024-06-20,weekly,3586.2,3590.7,3455.5,3528.0,5,10,3395.7,3660.3,0.1491,1.0,0.0,-3.54,0.0,23406.75,12.82
2024-06-14 09:00:00,NIFTY,19900,PE,2024-06-20,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.1501,-0.0,0.0,-0.0,0.0,23406.75,12.82
2024-06-14 09:00:00,NIFTY,20000,CE,2024-06-20,weekly,3486.31,3490.81,3355.61,3428.11,5,10,3299.6,3556.7,0.1474,1.0,0.0,-3.56,0.0,23406.75,12.82
2024-06-14 09:00:00,NIFTY,20000,PE,2024-06-20,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.1507,-0.0,0.0,-0.0,0.0,23406.75,12.82
2024-06-14 09:00:00,NIFTY,20100,CE,2024-06-20,weekly,3386.42,3390.92,3255.72,3328.22,5,10,3203.4,3453.0,0.1502,1.0,0.0,-3.58,0.0,23406.75,12.82
2024-06-14 09:00:00,NIFTY,20100,PE,2024-06-20,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.145,-0.0,0.0,-0.0,0.0,23406.75,12.82
2024-06-14 09:00:00,NIFTY,20200,CE,2024-06-20,weekly,3286.52,3291.02,3155.82,3228.32,5,10,3107.3,3349.4,0.1472,1.0,0.0,-3.59,0.0,23406.75,12.82
2024-06-14 09:00:00,NIFTY,20200,PE,2024-06-20,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.1494,-0.0,0.0,-0.0,0.0,23406.75,12.82
2024-06-14 09:00:00,NIFTY,20300,CE,2024-06-20,weekly,3186.63,3191.13,3055.93,3128.43,5,10,3011.1,3245.7,0.1465,1.0,0.0,-3.61,0.0,23406.75,12.82
2024-06-14 09:00:00,NIFTY,20300,PE,2024-06-20,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.1484,-0.0,0.0,-0.0,0.0,23406.75,12.82
