timestamp,symbol,strike,option_type,expiry,expiry_type,open,high,low,close,volume,oi,bid,ask,iv,delta,gamma,theta,vega,underlying_price,vix
2024-03-13 09:00:00,NIFTY,17000,CE,2024-03-14,weekly,5435.23,5449.78,5276.63,5300.13,5,10,5101.4,5498.9,0.2099,1.0,0.0,-3.03,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,17000,PE,2024-03-14,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.206,-0.0,0.0,-0.0,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,17200,CE,2024-03-14,weekly,5235.26,5249.81,5076.66,5100.16,5,10,4908.9,5291.4,0.2079,1.0,0.0,-3.06,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,17200,PE,2024-03-14,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2065,-0.0,0.0,-0.0,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,17400,CE,2024-03-14,weekly,5035.3,5049.85,4876.7,4900.2,5,10,4716.4,5084.0,0.2048,1.0,0.0,-3.1,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,17400,PE,2024-03-14,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2083,-0.0,0.0,-0.0,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,17600,CE,2024-03-14,weekly,4835.33,4849.88,4676.73,4700.23,5,10,4524.0,4876.5,0.2061,1.0,0.0,-3.13,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,17600,PE,2024-03-14,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2072,-0.0,0.0,-0.0,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,17800,CE,2024-03-14,weekly,4635.37,4649.92,4476.77,4500.27,5,10,4331.5,4669.0,0.2002,1.0,0.0,-3.17,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,17800,PE,2024-03-14,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2019,-0.0,0.0,-0.0,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,18000,CE,2024-03-14,weekly,4435.41,4449.96,4276.81,4300.31,5,10,4139.0,4461.6,0.1994,1.0,0.0,-3.2,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,18000,PE,2024-03-14,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2054,-0.0,0.0,-0.0,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,18200,CE,2024-03-14,weekly,4235.44,4249.99,4076.84,4100.34,5,10,3946.6,4254.1,0.2032,1.0,0.0,-3.24,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,18200,PE,2024-03-14,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2023,-0.0,0.0,-0.0,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,18400,CE,2024-03-14,weekly,4035.48,4050.03,3876.88,3900.38,5,10,3754.1,4046.6,0.2016,1.0,0.0,-3.28,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,18400,PE,2024-03-14,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2047,-0.0,0.0,-0.0,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,18600,CE,2024-03-14,weekly,3835.51,3850.06,3676.91,3700.41,5,10,3561.6,3839.2,0.1989,1.0,0.0,-3.31,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,18600,PE,2024-03-14,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2024,-0.0,0.0,-0.0,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,18800,CE,2024-03-14,weekly,3635.55,3650.1,3476.95,3500.45,5,10,3369.2,3631.7,0.2012,1.0,0.0,-3.35,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,18800,PE,2024-03-14,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.1989,-0.0,0.0,-0.0,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,19000,CE,2024-03-14,weekly,3435.58,3450.13,3276.98,3300.48,5,10,3176.7,3424.2,0.2015,1.0,0.0,-3.38,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,19000,PE,2024-03-14,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.197,-0.0,0.0,-0.0,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,19200,CE,2024-03-14,weekly,3235.62,3250.17,3077.02,3100.52,5,10,2984.3,3216.8,0.2001,1.0,0.0,-3.42,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,19200,PE,2024-03-14,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.1957,-0.0,0.0,-0.0,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,19400,CE,2024-03-14,weekly,3035.65,3050.2,2877.05,2900.55,5,10,2791.8,3009.3,0.1963,1.0,0.0,-3.45,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,19400,PE,2024-03-14,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.1997,-0.0,0.0,-0.0,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,19600,CE,2024-03-14,weekly,2835.69,2850.24,2677.09,2700.59,5,10,2599.3,2801.9,0.2014,1.0,0.0,-3.49,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,19600,PE,2024-03-14,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2025,-0.0,0.0,-0.0,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,19800,CE,2024-03-14,weekly,2635.73,2650.28,2477.13,2500.63,5,10,2406.9,2594.4,0.2023,1.0,0.0,-3.53,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,19800,PE,2024-03-14,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2021,-0.0,0.0,-0.0,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,19900,CE,2024-03-14,weekly,2535.74,2550.29,2377.14,2400.64,5,10,2310.6,2490.7,0.1987,1.0,0.0,-3.54,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,19900,PE,2024-03-14,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.1993,-0.0,0.0,-0.0,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,20000,CE,2024-03-14,weekly,2435.76,2450.31,2277.16,2300.66,5,10,2214.4,2386.9,0.195,1.0,0.0,-3.56,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,20000,PE,2024-03-14,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2021,-0.0,0.0,-0.0,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,20100,CE,2024-03-14,weekly,2335.78,2350.33,2177.18,2200.68,5,10,2151.2,2250.2,0.1989,1.0,0.0,-3.58,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,20100,PE,2024-03-14,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.1997,-0.0,0.0,-0.0,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,20200,CE,2024-03-14,weekly,2235.8,2250.35,2077.2,2100.7,5,10,2053.4,2148.0,0.2027,1.0,0.0,-3.6,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,20200,PE,2024-03-14,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.1977,-0.0,0.0,-0.0,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,20300,CE,2024-03-14,weekly,2135.81,2150.36,1977.21,2000.71,5,10,1955.7,2045.7,0.1982,1.0,0.0,-3.61,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,20300,PE,2024-03-14,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.1977,-0.0,0.0,-0.0,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,20400,CE,2024-03-14,weekly,2035.83,2050.38,1877.23,1900.73,5,10,1858.0,1943.5,0.1987,1.0,0.0,-3.63,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,20400,PE,2024-03-14,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.2017,-0.0,0.0,-0.0,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,20500,CE,2024-03-14,weekly,1935.85,1950.4,1777.25,1800.75,5,10,1760.2,1841.3,0.2,1.0,0.0,-3.65,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,20500,PE,2024-03-14,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.1974,-0.0,0.0,-0.0,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,20600,CE,2024-03-14,weekly,1835.87,1850.42,1677.27,1700.77,5,10,1662.5,1739.0,0.2026,1.0,0.0,-3.67,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,20600,PE,2024-03-14,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.1949,-0.0,0.0,-0.0,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,20700,CE,2024-03-14,weekly,1735.89,1750.44,1577.29,1600.79,5,10,1564.8,1636.8,0.201,1.0,0.0,-3.69,0.0,22297.1,14.43
2024-03-13 09:00:00,NIFTY,20700,PE,2024-03-14,weekly,0.05,0.05,0.05,0.05,5,10,0.05,0.1,0.1988,-0.0,0.0,-0.0,0.0,22297.1,14.43
